DIRECTORIO,SECUENCIA_P,ORDEN,P6040,CLASE,DPTO,INGLABO
7739491,1,2,53,1,15,1300000
7739491,1,3,21,1,15,NA
7739492,1,1,78,1,15,200000
7739492,1,2,52,1,15,NA
7739493,1,1,51,1,15,1600000
7739493,1,2,47,1,15,1300000
7739493,1,3,23,1,15,NA
7739493,1,4,8,1,15,NA
7739494,1,1,58,1,15,NA
7739494,1,2,60,1,15,NA
7739494,1,3,68,1,15,NA
7739495,1,1,28,1,15,1300000
7739495,1,2,29,1,15,3200000
7739496,1,1,55,1,15,1800000
7739496,1,2,45,1,15,800000
7739496,1,3,21,1,15,NA
7739496,1,4,18,1,15,NA
7739497,1,1,43,1,15,1300000
7739497,1,2,7,1,15,NA
7739498,1,1,71,1,15,NA
7739498,1,2,24,1,15,NA
7739498,1,3,23,1,15,NA
7739498,1,4,57,1,15,4200000
7739499,1,1,76,1,15,300000
7739499,1,2,45,1,15,300000
7739499,1,3,16,1,15,NA
7739500,1,1,42,1,15,NA
7739500,1,2,15,1,15,NA
7739501,1,1,63,1,15,4500000
7739501,1,2,50,1,15,6000000
7739501,1,3,19,1,15,NA
7739502,1,1,52,1,15,NA
7739502,1,2,55,1,15,1300000
7739503,1,1,50,1,15,800000
7739503,1,2,41,1,15,1300000
7739503,1,3,20,1,15,NA
7739503,1,4,9,1,15,NA
7739504,1,1,58,1,15,1500000
7739504,1,2,57,1,15,NA
7739505,1,1,59,1,15,1800000
7739505,1,2,62,1,15,2000000
7739506,1,1,25,1,15,NA
7739506,1,2,25,1,15,NA
7739507,1,1,58,1,15,6000000
7739507,1,2,54,1,15,NA
7739507,1,3,26,1,15,1800000
7739507,1,4,89,1,15,NA
7739508,1,1,56,1,15,1300000
7739508,1,2,28,1,15,1800000
7739509,1,1,47,1,15,NA
7739509,1,2,38,1,15,NA
7739509,1,3,3,1,15,NA
7739510,1,1,29,1,15,1500000
7739510,1,2,34,1,15,NA
7739510,1,3,15,1,15,NA
7739510,1,4,5,1,15,NA
7739511,1,1,59,1,15,9000000
7739511,1,2,55,1,15,3200000
7739512,1,1,62,1,15,NA
7739512,1,2,51,1,15,5900000
7739512,1,3,18,1,15,NA
7739514,1,1,17,1,15,NA
7739515,1,1,19,1,15,NA
7739516,1,1,40,1,15,800000
7739516,1,2,14,1,15,NA
7739517,1,1,25,1,15,1000000
7739518,1,1,37,1,15,1300000
7739518,1,2,38,1,15,4000000
7739518,1,3,19,1,15,NA
7739518,1,4,10,1,15,NA
7739518,1,5,8,1,15,NA
7739519,1,1,69,1,15,NA
7739520,1,1,27,1,15,4000000
7739520,1,2,26,1,15,2000000
7739520,1,3,2,1,15,NA
7739521,1,1,38,1,15,1200000
7739521,1,2,38,1,15,1300000
7739521,1,3,17,1,15,NA
7739521,1,4,9,1,15,NA
7739522,1,1,34,1,15,3750000
7739523,1,1,26,1,15,NA
7739523,1,2,23,1,15,NA
7739524,1,1,39,1,15,1300000
7739524,1,2,47,1,15,3000000
7739524,1,3,15,1,15,NA
7739525,1,1,38,1,15,1300000
7739525,1,2,43,1,15,1300000
7739525,1,3,9,1,15,NA
7739526,1,1,46,1,15,1300000
7739526,1,2,43,1,15,NA
7739526,1,3,21,1,15,NA
7739526,1,4,16,1,15,NA
7739526,1,5,8,1,15,NA
7739527,1,1,51,1,15,2489300
7739527,1,2,53,1,15,NA
7739528,1,1,36,1,15,3300000
7739528,1,2,29,1,15,NA
7739529,1,1,74,1,15,NA
7739530,1,1,42,1,15,1300000
7739530,1,2,14,1,15,NA
7739531,1,1,73,1,15,NA
7739531,1,2,67,1,15,NA
7739533,1,1,51,1,15,NA
7739533,1,2,30,1,15,1300000
7739533,1,3,28,1,15,1400000
7739533,1,4,7,1,15,NA
7739533,1,5,24,1,15,1300000
7739533,1,6,3,1,15,NA
7739534,1,1,26,1,15,2000000
7739547,1,1,29,1,15,1300000
7739547,1,2,13,1,15,NA
7739547,1,3,11,1,15,NA
7739547,1,4,3,1,15,NA
7739550,1,1,56,1,15,1500000
7739550,1,2,33,1,15,NA
7739550,1,3,17,1,15,NA
7739550,1,4,18,1,15,NA
7739551,1,1,69,1,17,NA
7739551,1,2,66,1,17,NA
7739551,1,3,62,1,17,NA
7739552,1,1,43,1,17,NA
7739552,1,2,51,1,17,1300000
7739552,1,3,20,1,17,600000
7739553,1,1,79,1,17,NA
7739555,1,1,32,1,17,1300000
7739555,1,2,31,1,17,1300000
7739556,1,1,45,1,17,1300000
7739556,1,2,15,1,17,NA
7739557,1,1,24,1,17,NA
7739557,1,2,24,1,17,2000000
7739557,1,3,4,1,17,NA
7739557,1,4,1,1,17,NA
7739557,1,5,0,1,17,NA
7739558,1,1,62,1,17,2000000
7739560,1,1,44,1,17,2800000
7739560,1,2,44,1,17,1850000
7739560,1,3,16,1,17,NA
7739563,1,1,19,1,17,NA
7739563,1,2,20,1,17,2200000
7739564,1,1,43,1,17,NA
7739564,1,2,54,1,17,1500000
7739564,1,3,17,1,17,NA
7739564,1,4,20,1,17,NA
7739564,1,5,2,1,17,NA
7739565,1,1,56,1,17,1200000
7739565,1,2,23,1,17,NA
7739565,1,3,20,1,17,1500000
7739566,1,1,56,1,17,1300000
7739566,1,2,64,1,17,NA
7739567,1,1,36,1,17,1300000
7739568,1,1,43,1,17,1300000
7739568,1,2,37,1,17,NA
7739568,1,3,16,1,17,NA
7739569,1,1,29,1,17,1780000
7739572,1,1,58,1,17,600000
7739572,1,2,57,1,17,40000
7739573,1,1,73,1,17,250000
7739574,1,1,61,1,17,0
7739574,1,2,18,1,17,NA
7739575,1,1,54,1,17,350000
7739577,1,1,70,1,17,NA
7739579,1,1,57,1,17,NA
7739579,1,2,74,1,17,100000
7739579,1,3,27,1,17,700000
7739579,1,4,18,1,17,NA
7739579,1,5,80,1,17,NA
7739580,1,1,48,1,17,1300000
7739580,1,2,41,1,17,2000000
7739580,1,3,24,1,17,1500000
7739581,1,1,50,1,17,600000
7739582,1,1,36,1,17,1300000
7739582,1,2,37,1,17,NA
7739582,1,3,6,1,17,NA
7739583,1,1,41,1,17,2500000
7739583,1,2,44,1,17,2350000
7739584,1,1,44,1,17,1460000
7739585,1,1,64,1,17,1300000
7739585,1,2,60,1,17,NA
7739586,1,1,24,1,17,NA
7739587,1,1,66,1,17,NA
7739587,1,2,18,1,17,800000
7739587,1,3,18,1,17,NA
7739587,1,4,2,1,17,NA
7739589,1,1,51,1,17,2780000
7739589,1,2,51,1,17,NA
7739589,1,3,23,1,17,NA
7739589,1,4,14,1,17,NA
7739591,1,1,42,1,17,1300000
7739591,1,2,51,1,17,NA
7739592,1,1,23,1,17,1300000
7739592,1,2,20,1,17,NA
7739593,1,1,26,1,17,1300000
7739593,1,2,23,1,17,NA
7739593,1,3,0,1,17,NA
7739594,1,1,38,1,17,1300000
7739595,1,1,63,1,17,NA
7739596,1,1,23,1,17,1700000
7739596,1,2,30,1,17,NA
7739596,1,3,10,1,17,NA
7739596,1,4,8,1,17,NA
7739597,1,1,42,1,17,1000000
7739597,1,2,35,1,17,NA
7739597,1,3,10,1,17,NA
7739597,1,4,34,1,17,NA
7739598,1,1,33,1,17,1700000
7739598,1,2,9,1,17,NA
7739599,1,1,53,1,17,1700000
7739599,1,2,48,1,17,NA
7739599,1,3,21,1,17,NA
7739600,1,1,18,1,17,1300000
7739601,1,1,56,1,17,NA
7739601,1,2,27,1,17,1300000
7739601,1,3,22,1,17,700000
7739601,1,4,20,1,17,1300000
7739602,1,1,67,1,17,700000
7739602,1,2,57,1,17,NA
7739602,1,3,18,1,17,NA
7739603,1,1,58,1,17,1500000
7739603,1,2,66,1,17,NA
7739605,1,1,59,1,17,NA
7739605,1,2,35,1,17,1100000
7739605,1,3,19,1,17,NA
7739606,1,1,86,1,17,NA
7739606,1,2,75,1,17,NA
7739606,1,3,57,1,17,NA
7739607,1,1,61,1,17,5200000
7739608,1,1,28,1,17,NA
7739608,1,2,41,1,17,1300000
7739608,1,3,10,1,17,NA
7739608,1,4,3,1,17,NA
7739609,1,1,47,1,17,NA
7739610,1,1,55,1,17,600000
7739610,1,2,27,1,17,1000000
7739610,1,3,26,1,17,1000000
7739612,1,1,71,1,17,NA
7739612,1,2,62,1,17,NA
7739613,1,1,52,1,17,200000
7739613,1,2,35,1,17,NA
7739614,1,1,59,1,17,NA
7739614,1,2,19,1,17,NA
7739615,1,1,44,1,17,0
7739615,1,2,27,1,17,NA
7739615,1,3,7,1,17,NA
7739615,1,4,3,1,17,NA
7739615,1,5,15,1,17,NA
7739615,1,6,5,1,17,NA
7739616,1,1,36,1,17,NA
7739616,1,2,18,1,17,NA
7739616,1,3,17,1,17,NA
7739616,1,4,14,1,17,NA
7739616,1,5,7,1,17,NA
7739616,1,6,3,1,17,NA
7739618,1,1,67,1,17,NA
7739619,1,1,62,1,17,1750000
7739619,1,2,29,1,17,1300000
7739619,1,3,22,1,17,1300000
7739621,1,1,82,1,17,NA
7739621,1,2,78,1,17,NA
7739621,1,3,65,1,17,NA
7739623,1,1,45,1,17,1700000
7739623,1,2,77,1,17,NA
7739624,1,1,52,1,17,2400000
7739624,1,2,47,1,17,3000000
7739624,1,3,19,1,17,NA
7739625,1,1,33,1,17,1300000
7739625,1,2,28,1,17,1800000
7739625,1,3,3,1,17,NA
7739626,1,1,37,1,17,2900000
7739626,1,2,35,1,17,2900000
7739626,1,3,2,1,17,NA
7739626,1,4,56,1,17,1500000
7739631,1,1,53,1,17,1500000
7739631,1,2,51,1,17,NA
7739631,1,3,24,1,17,600000
7739632,1,1,84,1,17,NA
7739632,1,2,57,1,17,1300000
7739635,1,1,49,1,17,NA
7739635,1,2,44,1,17,NA
7739635,1,3,23,1,17,2200000
7739635,1,4,21,1,17,NA
7739635,1,5,18,1,17,NA
7739636,1,1,53,1,17,10000000
7739636,1,2,53,1,17,NA
7739638,1,1,62,1,17,NA
7739638,1,2,67,1,17,NA
7739638,1,3,63,1,17,NA
7739638,1,4,89,1,17,NA
7739639,1,1,58,1,17,1750000
7739639,1,2,23,1,17,1300000
7739640,1,1,26,1,17,NA
7739641,1,1,33,1,17,1300000
7739643,1,1,40,1,17,2200000
7739643,1,2,8,1,17,NA
7739644,1,1,68,1,17,NA
7739645,1,1,31,1,17,3300000
7739645,1,2,29,1,17,NA
7739647,1,1,62,1,17,NA
7739647,1,2,35,1,17,3500000
7739647,1,3,42,1,17,NA
7739647,1,4,37,1,17,1700000
7739647,1,5,5,1,17,NA
7739648,1,1,30,1,17,1200000
7739648,1,2,27,1,17,NA
7739648,1,3,10,1,17,NA
7739648,1,4,9,1,17,NA
7739650,1,1,82,1,17,NA
7739650,1,2,61,1,17,4200000
7739651,1,1,51,1,17,1460000
7739651,1,2,52,1,17,NA
7739652,1,1,73,1,17,NA
7739652,1,2,35,1,17,1460000
7739653,1,1,43,1,17,1600000
7739653,1,2,16,1,17,NA
7739653,1,3,49,1,17,1300000
7739654,1,1,52,1,17,NA
7739654,1,2,26,1,17,2900000
7739655,1,1,36,1,17,1800000
7739655,1,2,39,1,17,1400000
7739655,1,3,23,1,17,NA
7739656,1,1,39,1,17,NA
7739656,1,2,34,1,17,NA
7739656,1,3,11,1,17,NA
7739656,1,4,15,1,17,NA
7739657,1,1,75,1,17,NA
7739657,1,2,50,1,17,1300000
7739658,1,1,38,1,17,1636000
7739658,1,2,26,1,17,1300000
7739658,1,3,10,1,17,NA
7739659,1,1,56,1,17,NA
7739659,1,2,52,1,17,NA
7739660,1,1,35,1,17,10500000
7739660,1,2,32,1,17,1300000
7739660,1,3,14,1,17,NA
7739660,1,4,25,1,17,1300000
7739661,1,1,76,1,17,NA
7739661,1,2,70,1,17,NA
7739662,1,1,63,1,17,0
7739663,1,1,28,1,17,3000000
7739663,1,2,35,1,17,2040000
7739664,1,1,89,1,17,NA
7739667,1,1,38,1,17,6058000
7739667,1,2,36,1,17,3199176
7739667,1,3,0,1,17,NA
7739669,1,1,64,1,17,1000000
7739669,1,2,56,1,17,NA
7739670,1,1,70,1,17,NA
7739670,1,2,78,1,17,NA
7739671,1,1,60,1,17,1300000
7739671,1,2,37,1,17,1300000
7739672,1,1,35,1,17,3800000
7739672,1,2,37,1,17,1300000
7739672,1,3,13,1,17,NA
7739673,1,1,59,1,17,NA
7739674,1,1,27,1,17,2000000
7739674,1,2,66,1,17,NA
7739675,1,1,32,1,17,500000
7739675,1,2,36,1,17,3500000
7739675,1,3,10,1,17,NA
7739675,1,4,7,1,17,NA
7739676,1,1,76,1,17,NA
7739676,1,2,57,1,17,NA
7739676,1,3,29,1,17,2000000
7739679,1,1,23,1,17,1030000
7739679,1,2,29,1,17,200000
7739679,1,3,10,1,17,NA
7739679,1,4,4,1,17,NA
7739679,1,5,24,1,17,500000
7739679,1,6,6,1,17,NA
7739679,1,7,4,1,17,NA
7739679,1,8,16,1,17,1200000
7739680,1,1,83,1,17,NA
7739680,1,2,82,1,17,NA
7739681,1,1,57,1,17,1300000
7739681,1,2,62,1,17,1300000
7739682,1,1,63,1,17,8300000
7739682,1,2,54,1,17,1120000
7739682,1,3,18,1,17,NA
7739683,1,1,29,1,17,1300000
7739683,1,2,2,1,17,NA
7739684,1,1,26,1,17,6000000
7739685,1,1,66,1,17,NA
7739686,1,1,47,1,17,3500000
7739686,1,2,12,1,17,NA
7739687,1,1,71,1,17,NA
7739687,1,2,69,1,17,NA
7739688,1,1,74,1,17,NA
7739688,1,2,46,1,17,NA
7739689,1,1,37,1,17,900000
7739689,1,2,20,1,17,1300000
7739689,1,3,16,1,17,NA
7739690,1,1,33,1,17,2900000
7739690,1,2,30,1,17,3800000
7739691,1,1,78,1,17,NA
7739692,1,1,80,1,17,NA
7739692,1,2,79,1,17,NA
7739694,1,1,61,1,17,1280000
7739694,1,2,49,1,17,NA
7739694,1,3,28,1,17,NA
7739694,1,4,77,1,17,NA
7739694,1,5,76,1,17,NA
7739695,1,1,89,1,17,NA
7739696,1,1,26,1,17,900000
7739696,1,2,10,1,17,NA
7739696,1,3,3,1,17,NA
7739698,1,1,67,1,17,NA
7739698,1,2,40,1,17,NA
7739698,1,3,36,1,17,NA
7739700,1,1,21,1,17,NA
7739701,1,1,42,1,17,1300000
7739701,1,2,34,1,17,2000000
7739703,1,1,68,1,17,NA
7739703,1,2,62,1,17,NA
7739704,1,1,23,1,17,NA
7739705,1,1,43,1,17,1300000
7739706,1,1,44,1,17,1300000
7739706,1,2,19,1,17,NA
7739706,1,3,80,1,17,NA
7739709,1,1,40,1,17,8550000
7739709,1,2,6,1,17,NA
7739710,1,1,50,1,17,6000000
7739710,1,2,42,1,17,4500000
7739710,1,3,7,1,17,NA
7739711,1,1,38,1,17,1300000
7739711,1,2,50,1,17,NA
7739711,1,3,21,1,17,1300000
7739712,1,1,81,1,17,800000
7739713,1,1,52,1,18,750000
7739713,1,2,51,1,18,NA
7739713,1,3,22,1,18,130000
7739713,1,4,19,1,18,NA
7739714,1,1,78,1,18,NA
7739715,1,1,55,1,18,1350000
7739715,1,2,50,1,18,NA
7739715,1,3,26,1,18,1600000
7739715,1,4,86,1,18,NA
7739715,1,5,81,1,18,NA
7739716,1,1,49,1,18,NA
7739716,1,2,36,1,18,NA
7739716,1,3,17,1,18,NA
7739717,1,1,23,1,18,1800000
7739718,1,1,20,1,18,NA
7739718,1,2,26,1,18,1800000
7739718,1,3,1,1,18,NA
7739719,1,1,27,1,18,1300000
7739719,1,2,1,1,18,NA
7739720,1,1,25,1,18,1300000
7739720,1,2,24,1,18,1300000
7739720,1,3,3,1,18,NA
7739722,1,1,61,1,18,NA
7739722,1,2,22,1,18,NA
7739722,1,3,34,1,18,1850000
7739722,1,4,16,1,18,NA
7739722,1,5,9,1,18,NA
7739723,1,1,25,1,18,NA
7739724,1,1,29,1,18,1000000
7739724,1,2,12,1,18,NA
7739724,1,3,6,1,18,NA
7739725,1,1,26,1,18,1300000
7739725,1,2,24,1,18,1300000
7739726,1,1,19,1,18,NA
7739727,1,1,28,1,18,1300000
7739727,1,2,8,1,18,NA
7739729,1,1,79,1,18,NA
7739729,1,2,50,1,18,NA
7739729,1,3,15,1,18,NA
7739731,1,1,26,1,18,NA
7739731,1,2,20,1,18,NA
7739732,1,1,60,1,18,NA
7739733,1,1,59,1,18,400000
7739733,1,2,23,1,18,1260000
7739736,1,1,50,1,18,NA
7739736,1,2,12,1,18,NA
7739737,1,1,38,1,18,2500000
7739737,1,2,36,1,18,NA
7739737,1,3,19,1,18,NA
7739737,1,4,13,1,18,NA
7739738,1,1,36,1,18,1600000
7739738,1,2,17,1,18,NA
7739738,1,3,12,1,18,NA
7739738,1,4,5,1,18,NA
7739740,1,1,73,1,18,NA
7739740,1,2,53,1,18,NA
7739740,1,3,15,1,18,NA
7739741,1,1,42,1,18,1650000
7739741,1,2,19,1,18,1400000
7739741,1,3,16,1,18,NA
7739742,1,1,45,1,18,1500000
7739742,1,2,49,1,18,4200000
7739742,1,3,3,1,18,NA
7739743,1,1,37,1,18,2800000
7739743,1,2,39,1,18,1800000
7739743,1,3,9,1,18,NA
7739743,1,4,6,1,18,NA
7739743,1,5,6,1,18,NA
7739743,1,6,75,1,18,NA
7739746,1,1,53,1,18,800000
7739746,1,2,26,1,18,NA
7739747,1,1,62,1,18,4200000
7739747,1,2,58,1,18,3200000
7739750,1,1,28,1,18,2400000
7739750,1,2,24,1,18,1300000
7739751,1,1,38,1,18,NA
7739751,1,2,36,1,18,1520000
7739751,1,3,13,1,18,NA
7739751,1,4,0,1,18,NA
7739752,1,1,55,1,18,800000
7739752,1,2,43,1,18,1300000
7739752,1,3,9,1,18,NA
7739753,1,1,61,1,18,NA
7739753,1,2,66,1,18,NA
7739754,1,1,52,1,18,NA
7739755,1,1,28,1,18,NA
7739755,1,2,13,1,18,NA
7739755,1,3,11,1,18,NA
7739757,1,1,58,1,18,1000000
7739758,1,1,40,1,18,NA
7739758,1,2,35,1,18,5000000
7739759,1,1,30,1,18,500000
7739760,1,1,69,1,18,5800000
7739761,1,1,63,1,18,NA
7739762,1,1,23,1,18,NA
7739763,1,1,25,1,18,450000
7739763,1,2,2,1,18,NA
7739764,1,1,62,1,18,NA
7739764,1,2,63,1,18,680000
7739765,1,1,66,1,18,NA
7739765,1,2,59,1,18,NA
7739766,1,1,31,1,18,1000000
7739766,1,2,26,1,18,NA
7739766,1,3,8,1,18,NA
7739766,1,4,6,1,18,NA
7739767,1,1,28,1,18,2500000
7739767,1,2,60,1,18,500000
7739768,1,1,32,1,18,300000
7739768,1,2,7,1,18,NA
7739768,1,3,2,1,18,NA
7739768,1,4,49,1,18,600000
7739768,1,5,14,1,18,NA
7739768,1,6,11,1,18,NA
7739769,1,1,57,1,18,800000
7739769,1,2,9,1,18,NA
7739769,1,3,6,1,18,NA
7739769,1,4,9,1,18,NA
7739770,1,1,88,1,18,NA
7739770,1,2,65,1,18,NA
7739771,1,1,27,1,18,2200000
7739771,1,2,25,1,18,1800000
7739771,1,3,4,1,18,NA
7739772,1,1,56,1,18,1020000
7739773,1,1,38,1,18,1800000
7739774,1,1,35,1,18,9000000
7739774,1,2,35,1,18,2000000
7739774,1,3,16,1,18,NA
7739774,1,4,10,1,18,NA
7739774,1,5,2,1,18,NA
7739775,1,1,82,1,18,NA
7739776,1,1,24,1,18,NA
7739776,1,2,26,1,18,1000000
7739779,1,1,54,1,18,NA
7739779,1,2,23,1,18,NA
7739779,1,3,2,1,18,NA
7739780,1,1,22,1,18,4800000
7739780,1,2,17,1,18,NA
7739781,1,1,21,1,18,NA
7739781,1,2,0,1,18,NA
7739781,1,3,21,1,18,NA
7739782,1,1,27,1,18,NA
7739782,1,2,4,1,18,NA
7739783,1,1,32,1,18,800000
7739783,1,2,8,1,18,NA
7739783,1,3,5,1,18,NA
7739784,1,1,44,1,18,880000
7739785,1,1,71,1,18,NA
7739785,1,2,52,1,18,2600000
7739785,1,3,26,1,18,NA
7739786,1,1,65,1,18,610000
7739786,1,2,68,1,18,NA
7739786,1,3,3,1,18,NA
7739788,1,1,82,1,18,NA
7739789,1,1,64,1,18,2500000
7739790,1,1,69,1,18,NA
7739790,1,2,94,1,18,NA
7739790,1,3,71,1,18,NA
7739791,1,1,61,1,18,NA
7739791,1,2,15,1,18,NA
7739792,1,1,32,1,18,NA
7739792,1,2,5,1,18,NA
7739792,1,3,37,1,18,1400000
7739793,1,1,55,1,18,NA
7739793,1,2,60,1,18,NA
7739794,1,1,57,1,18,NA
7739795,1,1,56,1,18,NA
7739795,1,2,35,1,18,3200000
7739796,1,1,63,1,18,NA
7739797,1,1,49,1,18,250000
7739797,1,2,50,1,18,900000
7739797,1,3,18,1,18,NA
7739797,1,4,93,1,18,NA
7739799,1,1,63,1,18,NA
7739799,1,2,37,1,18,5400000
7739799,1,3,0,1,18,NA
7739801,1,1,68,1,18,NA
7739801,1,2,68,1,18,NA
7739802,1,1,41,1,18,4000000
7739802,1,2,39,1,18,1800000
7739802,1,3,15,1,18,NA
7739803,1,1,65,1,18,NA
7739803,1,2,73,1,18,NA
7739803,1,3,44,1,18,3000000
7739803,1,4,25,1,18,1789000
7739804,1,1,49,1,18,NA
7739804,1,2,58,1,18,NA
7739804,1,3,19,1,18,NA
7739805,1,1,70,1,18,NA
7739805,1,2,64,1,18,3000000
7739805,1,3,40,1,18,NA
7739805,1,4,34,1,18,NA
7739805,1,5,21,1,18,NA
7739805,1,6,11,1,18,NA
7739806,1,1,34,1,18,9000000
7739806,1,2,36,1,18,8200000
7739806,1,3,50,1,18,500000
7739807,1,1,20,1,18,NA
7739807,1,2,2,1,18,NA
7739809,1,1,37,1,18,3800000
7739809,1,2,36,1,18,3000000
7739809,1,3,7,1,18,NA
7739810,1,1,60,1,18,6000000
7739810,1,2,58,1,18,6299000
7739810,1,3,29,1,18,NA
7739810,1,4,15,1,18,NA
7739811,1,1,30,1,18,NA
7739811,1,2,29,1,18,NA
7739812,1,1,48,1,18,NA
7739812,1,2,58,1,18,NA
7739814,1,1,71,1,18,NA
7739814,1,2,23,1,18,700000
7739815,1,1,60,1,18,4200000
7739815,1,2,44,1,18,NA
7739815,1,3,16,1,18,NA
7739816,1,1,48,1,18,4800000
7739816,1,2,54,1,18,NA
7739817,1,1,41,1,18,3500000
7739817,1,2,39,1,18,2563000
7739817,1,3,10,1,18,NA
7739818,1,1,28,1,18,1120000
7739819,1,1,42,1,18,1490000
7739819,1,2,20,1,18,NA
7739820,1,1,39,1,18,1300000
7739820,1,2,37,1,18,NA
7739820,1,3,16,1,18,NA
7739820,1,4,7,1,18,NA
7739821,1,1,37,1,18,8000000
7739821,1,2,45,1,18,NA
7739822,1,1,49,1,18,5000000
7739823,1,1,44,1,18,NA
7739823,1,2,46,1,18,1600000
7739823,1,3,23,1,18,NA
7739824,1,1,35,1,18,3500000
7739824,1,2,8,1,18,NA
7739825,1,1,62,1,18,3700000
7739825,1,2,57,1,18,3800000
7739826,1,1,40,1,18,5000000
7739826,1,2,43,1,18,1600000
7739826,1,3,52,1,18,1800000
7739826,1,4,18,1,18,NA
7739827,1,1,50,1,18,1462000
7739828,1,1,57,1,18,3200000
7739828,1,2,52,1,18,4900000
7739830,1,1,53,1,18,6300000
7739830,1,2,51,1,18,4000000
7739830,1,3,25,1,18,NA
7739831,1,1,46,1,18,1000000
7739831,1,2,47,1,18,1000000
7739831,1,3,23,1,18,1000000
7739831,1,4,12,1,18,NA
7739831,1,5,32,1,18,1000000
7739831,1,6,6,1,18,NA
7739833,1,1,55,1,18,600000
7739834,1,1,27,1,18,NA
7739834,1,2,5,1,18,NA
7739834,1,3,0,1,18,NA
7739835,1,1,27,1,18,NA
7739835,1,2,10,1,18,NA
7739835,1,3,9,1,18,NA
7739835,1,4,5,1,18,NA
7739835,1,5,22,1,18,700000
7739836,1,1,18,1,18,NA
7739837,1,1,36,1,18,60000
7739837,1,2,10,1,18,NA
7739839,1,1,89,1,18,NA
7739840,1,1,59,1,18,840000
7739841,1,1,43,1,18,800000
7739841,1,2,13,1,18,NA
7739841,1,3,7,1,18,NA
7739842,1,1,50,1,18,620000
7739842,1,2,15,1,18,NA
7739842,1,3,8,1,18,NA
7739842,1,4,6,1,18,NA
7739843,1,1,63,1,18,NA
7739843,1,2,37,1,18,NA
7739843,1,3,28,1,18,NA
7739843,1,4,8,1,18,NA
7739843,1,5,1,1,18,NA
7739843,1,6,34,1,18,1500000
7739843,1,7,0,1,18,NA
7739843,1,8,32,1,18,500000
7739843,1,9,15,1,18,NA
7739843,1,10,80,1,18,NA
7739844,1,1,77,1,19,NA
7739844,1,2,59,1,19,800000
7739844,1,3,40,1,19,NA
7739845,1,1,64,1,19,250000
7739845,1,2,61,1,19,NA
7739845,2,1,51,1,19,300000
7739845,2,2,27,1,19,NA
7739845,2,3,20,1,19,NA
7739846,1,1,31,1,19,5500000
7739846,1,2,31,1,19,NA
7739846,1,3,11,1,19,NA
7739846,1,4,10,1,19,NA
7739847,1,1,54,1,19,1550000
7739847,1,2,50,1,19,1900000
7739847,1,3,26,1,19,2800000
7739849,1,1,86,1,19,NA
7739849,1,2,55,1,19,NA
7739851,1,1,55,1,19,700000
7739852,1,1,36,1,19,NA
7739854,1,1,40,1,19,NA
7739855,1,1,49,1,19,1000000
7739855,1,2,17,1,19,200000
7739855,1,3,12,1,19,NA
7739856,1,1,47,1,19,400000
7739856,1,2,41,1,19,200000
7739856,1,3,16,1,19,NA
7739856,1,4,24,1,19,400000
7739856,1,5,4,1,19,NA
7739858,1,1,40,1,19,720000
7739858,1,2,17,1,19,NA
7739858,1,3,11,1,19,NA
7739858,1,4,9,1,19,NA
7739859,1,1,50,1,19,1200000
7739859,1,2,45,1,19,1300000
7739860,1,1,33,1,19,600000
7739860,1,2,8,1,19,NA
7739862,1,1,64,1,19,850000
7739862,1,2,56,1,19,350000
7739862,1,3,30,1,19,600000
7739862,1,4,13,1,19,NA
7739862,2,1,34,1,19,900000
7739862,2,2,18,1,19,NA
7739862,3,1,35,1,19,800000
7739862,3,2,30,1,19,900000
7739862,4,1,38,1,19,840000
7739862,4,2,42,1,19,1000000
7739862,4,3,20,1,19,900000
7739864,1,1,73,1,19,NA
7739864,1,2,74,1,19,NA
7739864,1,3,52,1,19,1300000
7739864,1,4,35,1,19,NA
7739864,1,5,25,1,19,NA
7739864,1,6,6,1,19,NA
7739865,1,1,46,1,19,400000
7739865,1,2,23,1,19,900000
7739865,1,3,22,1,19,NA
7739865,1,4,18,1,19,NA
7739865,1,5,13,1,19,NA
7739866,1,1,35,1,19,0
7739866,1,2,19,1,19,NA
7739866,1,3,65,1,19,NA
7739867,1,1,37,1,19,320000
